zmu;Available_Power;n_charging_stations;index_zmu;POP_TOT_ZMU;comune;nome_comun;quartiere;pgtu;municipio
1001349;[22];1.0;1237.0;1088;58091;Roma;Acilia Sud;6;10.0
1001253;[50, 43];3.0;1238.0;4504;58091;Roma;Torrino;4;9.0
1001254;;;1239.0;3254;58091;Roma;Torrino;4;9.0
1001256;;;1240.0;3612;58091;Roma;Torrino;4;9.0
1001257;;;1241.0;155;58091;Roma;Castel di Leva;5;9.0
1001258;;;1242.0;602;58091;Roma;Vallerano;5;9.0
1001263;;;1243.0;2340;58091;Roma;Castel di Leva;5;9.0
1001266;[3.7, 22];4.0;1244.0;4910;58091;Roma;Torrino;4;9.0
1001264;;;1245.0;112;58091;Roma;Castel di Leva;5;9.0
1001265;;;1246.0;2923;58091;Roma;Castel di Decima;5;9.0
1001269;;;1247.0;852;58091;Roma;Castel di Leva;5;9.0
1001270;;;1248.0;1950;58091;Roma;Castel di Leva;5;9.0
1001306;;;1249.0;3000;58091;Roma;Acilia Sud;6;10.0
1001271;;;1250.0;939;58091;Roma;Vallerano;5;9.0
1001307;;;1251.0;722;58091;Roma;Casal Palocco;6;10.0
1001302;;;1252.0;157;58091;Roma;Acilia Nord;6;10.0
1001832;;;1253.0;310;58091;Roma;Aurelio;3;13.0
1001303;;;1254.0;6125;58091;Roma;Acilia Nord;6;10.0
1001703;;;1255.0;1234;58091;Roma;Prati;2;1.0
1001304;;;1256.0;68;58091;Roma;Casal Palocco;6;10.0
1001513;;;1257.0;3285;58091;Roma;Portuense;3;11.0
1001305;;;1258.0;4033;58091;Roma;Acilia Sud;6;10.0
1001634;;;1259.0;2751;58091;Roma;Gianicolense;2;12.0
1058048;;;1260.0;341;58048;Jenne;;7;
1001514;;;1261.0;3174;58091;Roma;Portuense;4;11.0
1000718;[3.7, 22];2.0;1262.0;19;58091;Roma;Torre Spaccata;4;5.0
1001308;;;1263.0;1173;58091;Roma;Casal Palocco;6;10.0
1001310;;;1264.0;408;58091;Roma;Casal Palocco;6;10.0
1001311;;;1265.0;162;58091;Roma;Ostia Antica;6;10.0
1001523;;;1266.0;441;58091;Roma;Ponte Galeria;5;11.0
1001312;;;1267.0;494;58091;Roma;Lido di Ostia Ponente;6;10.0
1001721;;;1268.0;343;58091;Roma;Della Vittoria;2;1.0
1001313;;;1269.0;704;58091;Roma;Lido di Ostia Ponente;6;10.0
1001314;[22, 3.7, 'not available'];3.0;1270.0;4742;58091;Roma;Lido di Ostia Ponente;6;10.0
1001316;[3, 22];4.0;1271.0;2082;58091;Roma;Lido di Ostia Levante;6;10.0
1001317;;;1272.0;8480;58091;Roma;Lido di Ostia Levante;6;10.0
1001318;;;1273.0;675;58091;Roma;Lido di Ostia Levante;6;10.0
1000165;;;1274.0;312;58091;Roma;Trastevere;1;1.0
1001321;[22];2.0;1275.0;905;58091;Roma;Castel Fusano;6;10.0
1001323;;;1276.0;2776;58091;Roma;Acilia Nord;6;10.0
1001326;;;1277.0;56;58091;Roma;Casal Palocco;6;10.0
1001327;;;1278.0;2270;58091;Roma;Acilia Sud;6;10.0
1001325;;;1279.0;5645;58091;Roma;Acilia Nord;6;10.0
1001704;;;1280.0;1504;58091;Roma;Prati;2;1.0
1001328;;;1281.0;2181;58091;Roma;Acilia Sud;6;10.0
1001329;;;1282.0;3170;58091;Roma;Casal Palocco;6;10.0
1001330;;;1283.0;1103;58091;Roma;Casal Palocco;6;10.0
1001331;;;1284.0;2216;58091;Roma;Ostia Antica;6;10.0
1001333;;;1285.0;2239;58091;Roma;Ostia Antica;6;10.0
1001335;;;1286.0;8588;58091;Roma;Lido di Ostia Ponente;6;10.0
1001129;;;1287.0;756;58091;Roma;Castel di Leva;5;8.0
1001332;;;1288.0;19;58091;Roma;Casal Palocco;6;10.0
1001417;[43, 50];3.0;1289.0;170;58120;Fiumicino;;7;
1001336;;;1290.0;4778;58091;Roma;Lido di Ostia Ponente;6;10.0
1001337;;;1291.0;2661;58091;Roma;Lido di Ostia Levante;6;10.0
1001334;;;1292.0;10348;58091;Roma;Lido di Ostia Ponente;6;10.0
1001340;;;1293.0;3092;58091;Roma;Lido di Ostia Levante;6;10.0
1001341;;;1294.0;1151;58091;Roma;Lido di Castel Fusano;6;10.0
1001343;;;1295.0;3098;58091;Roma;Castel Fusano;6;10.0
1001371;;;1296.0;2029;58091;Roma;Castel Fusano;6;10.0
1001342;;;1297.0;86;58091;Roma;Lido di Castel Fusano;6;10.0
1000901;;;1298.0;292;58091;Roma;Tuscolano;2;7.0
1001346;;;1299.0;2712;58091;Roma;Acilia Nord;6;10.0
1001347;;;1300.0;1360;58091;Roma;Casal Palocco;6;10.0
1001350;;;1301.0;3021;58091;Roma;Casal Palocco;6;10.0
1001732;;;1302.0;873;58091;Roma;Trionfale;2;1.0
1001630;;;1303.0;5593;58091;Roma;Gianicolense;2;12.0
1001351;;;1304.0;2707;58091;Roma;Casal Palocco;6;10.0
1001359;;;1305.0;2327;58091;Roma;Acilia Sud;6;10.0
1001352;;;1306.0;3770;58091;Roma;Ostia Antica;6;10.0
1001353;;;1307.0;1983;58091;Roma;Casal Palocco;6;10.0
1001369;;;1308.0;1692;58091;Roma;Lido di Ostia Levante;6;10.0
1001354;;;1309.0;2739;58091;Roma;Ostia Antica;6;10.0
1001356;;;1310.0;4281;58091;Roma;Lido di Ostia Levante;6;10.0
1001358;;;1311.0;2978;58091;Roma;Castel Fusano;6;10.0
1001515;;;1312.0;1252;58091;Roma;Portuense;4;11.0
1001360;;;1313.0;1588;58091;Roma;Acilia Nord;6;10.0
1000477;;;1314.0;1213;58091;Roma;Monte Sacro;3;3.0
1001516;;;1315.0;3466;58091;Roma;Magliana Vecchia;4;11.0
1000115;;;1316.0;7570;58091;Roma;Trastevere;1;1.0
1001362;;;1317.0;1451;58091;Roma;Casal Palocco;6;10.0
1000514;;;1318.0;1693;58091;Roma;Ponte Mammolo;4;4.0
1001504;[43, 50];3.0;1319.0;10200;58091;Roma;Portuense;3;11.0
1000706;;;1320.0;2542;58091;Roma;Alessandrino;4;5.0
1001545;;;1321.0;1094;58091;Roma;Portuense;3;11.0
1001365;;;1322.0;2265;58091;Roma;Casal Palocco;6;10.0
1001372;;;1323.0;3513;58091;Roma;Acilia Sud;6;10.0
1001847;;;1324.0;1101;58091;Roma;Casalotti;5;13.0
1001603;;;1325.0;6495;58091;Roma;Gianicolense;3;12.0
1001259;;;1326.0;4055;58091;Roma;Vallerano;5;9.0
1001610;;;1327.0;4735;58091;Roma;Gianicolense;4;12.0
1001619;;;1328.0;586;58091;Roma;Castel di Guido;5;12.0
1001632;;;1329.0;150;58091;Roma;Castel di Guido;5;12.0
1001637;;;1330.0;1432;58091;Roma;Gianicolense;4;12.0
